"Campaign","Ad Group","Keyword","Criterion Type","Final URL","Status"
"C1 | Laser","AG1 - Manchas y melasma","tratamiento para manchas en la cara","Phrase","https://www.lumapiel.com.ar/especialidades/tratamientos-laser","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","laser rejuvenecimiento facial precio","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-luma-skin-reset","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","flacidez facial tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-facial","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","tensado de la piel de la cara","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-completo","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","fotoenvejecimiento tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-luma-skin-reset","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","dano solar en la piel tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-luma-skin-reset","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","piel apagada sin luminosidad","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-velo-de-novia","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","tratamiento laser cuello y escote","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-completo","Enabled"
"C1 | Laser","AG4 - Rejuvenecimiento y flacidez","estimulacion de colageno laser","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-glass","Enabled"
"C1 | Laser","AG5 - Caida de pelo","tratamiento para la caida del pelo","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","caida de pelo mujer tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","laser capilar para caida de pelo","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","tratamiento alopecia androgenetica","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","alopecia areata tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","efluvio telogeno tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-erbium-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","mesoterapia capilar","Phrase","https://www.lumapiel.com.ar/tratamientos/mesoterapia-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","plasma rico en plaquetas capilar","Phrase","https://www.lumapiel.com.ar/tratamientos/plasma-rico-en-plaquetas-capilar","Enabled"
"C1 | Laser","AG5 - Caida de pelo","prp capilar precio","Phrase","https://www.lumapiel.com.ar/tratamientos/plasma-rico-en-plaquetas-capilar","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","tratamiento para ojeras","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-ojeras","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","laser para ojeras","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-ojeras","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","ojeras oscuras tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-ojeras","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","tratamiento para estrias","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-estrias","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","laser para estrias","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-estrias","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","estrias blancas tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-estrias","Enabled"
"C1 | Laser","AG6 - Ojeras y estrias","estrias rojas tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-estrias","Enabled"
"C1 | Laser","AG7 - Onicomicosis","hongos en las unas tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-onicomicosis","Enabled"
"C1 | Laser","AG7 - Onicomicosis","onicomicosis tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-onicomicosis","Enabled"
"C1 | Laser","AG7 - Onicomicosis","laser para hongos en las unas","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-onicomicosis","Enabled"
"C1 | Laser","AG7 - Onicomicosis","unas de los pies con hongos","Phrase","https://www.lumapiel.com.ar/tratamientos/laser-q-switch-onicomicosis","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","toxina botulinica","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","toxina botulinica precio","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","botox palermo","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","botox dermatologo","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","arrugas del entrecejo tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","patas de gallo tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","arrugas de la frente tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/botox","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","botox full face","Phrase","https://www.lumapiel.com.ar/tratamientos/botox-full-face","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","sonrisa gingival tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/botox-sonrisa-gingival","Enabled"
"C2 | Toxina botulinica","AG8 - Toxina estetica","botox cuello","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-cuello","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","tratamiento hiperhidrosis","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-hiperhidrosis","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","sudoracion excesiva axilas tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-hiperhidrosis","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","botox para transpiracion","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-hiperhidrosis","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","hiperhidrosis palmar tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-hiperhidrosis","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","tratamiento para el bruxismo","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-bruxismo","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","botox para bruxismo","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-bruxismo","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","toxina botulinica migrana","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-migrana","Enabled"
"C2 | Toxina botulinica","AG9 - Toxina medica","tratamiento migrana cronica botox","Phrase","https://www.lumapiel.com.ar/tratamientos/toxina-botulinica-migrana","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","limpieza de cutis","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-de-cutis","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","limpieza de cutis palermo","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-de-cutis","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","limpieza facial profunda","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-de-cutis","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","puntos negros tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-de-cutis","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","limpieza de cutis con dermatologo","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-de-cutis","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","acne en la espalda tratamiento","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-peeling-tca-espalda","Enabled"
"C3 | Cosmiatria","AG10 - Limpieza de cutis","mascarilla hidratante profesional","Phrase","https://www.lumapiel.com.ar/tratamientos/luma-hydrojelly-mask","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling facial","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-peeling-tca-facial","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling quimico facial","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-peeling-tca-facial","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling retinoico","Phrase","https://www.lumapiel.com.ar/tratamientos/peeling-retinoico","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling mandelico","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-cutis-peeling-mandelico","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling para manchas en la cara","Phrase","https://www.lumapiel.com.ar/tratamientos/limpieza-peeling-tca-facial","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling para manos","Phrase","https://www.lumapiel.com.ar/tratamientos/peeling-tca-manos","Enabled"
"C3 | Cosmiatria","AG11 - Peelings","peeling para acne","Phrase","https://www.lumapiel.com.ar/tratamientos/peeling-retinoico","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo palermo","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa palermo","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa en palermo","Exact","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo caba","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa caba","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo capital federal","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo belgrano","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa belgrano","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo recoleta","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo colegiales","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo villa urquiza","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo nunez","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo vicente lopez","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","consultorio dermatologico palermo","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo cerca mio","Exact","https://www.lumapiel.com.ar/contacto","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","turno dermatologo","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","turno con dermatologa","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","sacar turno dermatologo","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","consulta dermatologica","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","primera consulta dermatologica","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologo sin obra social","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa particular","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","mejor dermatologo caba","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatologa recomendada caba","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","consulta dermatologica online","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-online","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","teleconsulta dermatologica","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-online","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","control de lunares","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","chequeo de lunares","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
"C4 | Dermatologa Palermo","AG12 - Dermatologa Palermo y turno","dermatoscopia","Phrase","https://www.lumapiel.com.ar/consultas/consulta-dermatologia-1-vez","Enabled"
